53,-0.0404,-0.0308,-0.0092,-0.0430,-0.1082,-0.0037,0.0034,-0.0068,-0.0019,-0.0634
53.25,-0.0428,-0.0329,-0.0096,-0.0466,-0.1138,-0.0061,0.0012,-0.0069,-0.0051,-0.0693
53.5,-0.0453,-0.0350,-0.0099,-0.0503,-0.1195,-0.0084,-0.0009,-0.0070,-0.0084,-0.0752
53.75,-0.0478,-0.0371,-0.0103,-0.0540,-0.1252,-0.0108,-0.0031,-0.0072,-0.0117,-0.0812
54,-0.0502,-0.0393,-0.0106,-0.0577,-0.1310,-0.0131,-0.0053,-0.0073,-0.0151,-0.0871
54.25,-0.0527,-0.0414,-0.0110,-0.0615,-0.1369,-0.0155,-0.0075,-0.0074,-0.0184,-0.0932
54.5,-0.0552,-0.0436,-0.0113,-0.0653,-0.1427,-0.0179,-0.0098,-0.0075,-0.0218,-0.0992
54.75,-0.0578,-0.0457,-0.0117,-0.0691,-0.1487,-0.0203,-0.0120,-0.0077,-0.0252,-0.1053
55,-0.0603,-0.0479,-0.0120,-0.0729,-0.1547,-0.0227,-0.0143,-0.0078,-0.0286,-0.1114
55.25,-0.0629,-0.0501,-0.0124,-0.0768,-0.1607,-0.0252,-0.0165,-0.0079,-0.0320,-0.1175
55.5,-0.0654,-0.0523,-0.0127,-0.0807,-0.1668,-0.0276,-0.0188,-0.0080,-0.0355,-0.1237
55.75,-0.0680,-0.0545,-0.0131,-0.0846,-0.1729,-0.0301,-0.0211,-0.0082,-0.0390,-0.1299
56,-0.0706,-0.0567,-0.0134,-0.0886,-0.1790,-0.0326,-0.0234,-0.0083,-0.0424,-0.1362
56.25,-0.0732,-0.0590,-0.0138,-0.0926,-0.1852,-0.0350,-0.0257,-0.0084,-0.0460,-0.1425
56.5,-0.0759,-0.0612,-0.0142,-0.0966,-0.1915,-0.0375,-0.0281,-0.0085,-0.0495,-0.1488
56.75,-0.0785,-0.0635,-0.0145,-0.1006,-0.1977,-0.0401,-0.0304,-0.0087,-0.0530,-0.1551
57,-0.0812,-0.0658,-0.0149,-0.1047,-0.2040,-0.0426,-0.0328,-0.0088,-0.0566,-0.1614
57.25,-0.0839,-0.0681,-0.0152,-0.1088,-0.2104,-0.0451,-0.0352,-0.0089,-0.0601,-0.1678
57.5,-0.0866,-0.0704,-0.0156,-0.1129,-0.2168,-0.0477,-0.0376,-0.0090,-0.0637,-0.1742
57.75,-0.0893,-0.0727,-0.0160,-0.1170,-0.2232,-0.0503,-0.0400,-0.0092,-0.0673,-0.1807
58,-0.0920,-0.0750,-0.0163,-0.1212,-0.2296,-0.0529,-0.0424,-0.0093,-0.0710,-0.1871
58.25,-0.0947,-0.0774,-0.0167,-0.1253,-0.2361,-0.0555,-0.0449,-0.0094,-0.0746,-0.1936
58.5,-0.0975,-0.0798,-0.0170,-0.1295,-0.2425,-0.0581,-0.0473,-0.0095,-0.0782,-0.2001
58.75,-0.1002,-0.0821,-0.0174,-0.1338,-0.2491,-0.0607,-0.0498,-0.0097,-0.0819,-0.2067
59,-0.1030,-0.0845,-0.0178,-0.1380,-0.2556,-0.0634,-0.0523,-0.0098,-0.0856,-0.2132
59.25,-0.1058,-0.0869,-0.0181,-0.1422,-0.2622,-0.0660,-0.0548,-0.0099,-0.0892,-0.2198
59.5,-0.1086,-0.0893,-0.0185,-0.1465,-0.2687,-0.0687,-0.0573,-0.0100,-0.0929,-0.2264
59.75,-0.1114,-0.0918,-0.0188,-0.1508,-0.2753,-0.0714,-0.0598,-0.0102,-0.0966,-0.2330
60,-0.1143,-0.0942,-0.0192,-0.1551,-0.2820,-0.0741,-0.0623,-0.0103,-0.1004,-0.2396
60.25,-0.1171,-0.0967,-0.0195,-0.1594,-0.2886,-0.0768,-0.0649,-0.0104,-0.1041,-0.2462
60.5,-0.1199,-0.0991,-0.0199,-0.1637,-0.2952,-0.0795,-0.0674,-0.0106,-0.1078,-0.2528
60.75,-0.1228,-0.1016,-0.0203,-0.1681,-0.3019,-0.0822,-0.0700,-0.0107,-0.1116,-0.2595
61,-0.1257,-0.1041,-0.0206,-0.1724,-0.3085,-0.0850,-0.0726,-0.0109,-0.1153,-0.2661
61.25,-0.1286,-0.1066,-0.0210,-0.1768,-0.3152,-0.0878,-0.0751,-0.0110,-0.1191,-0.2728
61.5,-0.1315,-0.1091,-0.0213,-0.1811,-0.3219,-0.0905,-0.0777,-0.0112,-0.1229,-0.2795
61.75,-0.1344,-0.1116,-0.0217,-0.1855,-0.3286,-0.0933,-0.0804,-0.0113,-0.1266,-0.2861
62,-0.1373,-0.1141,-0.0220,-0.1899,-0.3353,-0.0961,-0.0830,-0.0115,-0.1304,-0.2928
62.25,-0.1402,-0.1166,-0.0224,-0.1943,-0.3420,-0.0989,-0.0856,-0.0116,-0.1342,-0.2995
62.5,-0.1431,-0.1191,-0.0227,-0.1987,-0.3487,-0.1018,-0.0882,-0.0118,-0.1380,-0.3062
62.75,-0.1461,-0.1217,-0.0231,-0.2031,-0.3553,-0.1046,-0.0909,-0.0119,-0.1418,-0.3128
63,-0.1490,-0.1242,-0.0234,-0.2075,-0.3620,-0.1075,-0.0936,-0.0121,-0.1457,-0.3195
63.25,-0.1519,-0.1268,-0.0238,-0.2119,-0.3687,-0.1103,-0.0962,-0.0123,-0.1495,-0.3262
63.5,-0.1549,-0.1293,-0.0241,-0.2164,-0.3754,-0.1132,-0.0989,-0.0124,-0.1533,-0.3328
